t         VX       fr_sym1   fr_M0      D          x.fsym0   x.fsym1  x.msym0M0  x.msym1M0  x.msym0M1  x.msym1M1   
 2.900     659.8   0.1183   0.0291   0.0014        295.8     39.7      8.8        0.7      277.1       37.7
 2.910     659.8   0.1183   0.0292   0.0014        295.8     39.7      8.8        0.7      277.2       37.7
 2.920     659.9   0.1183   0.0292   0.0014        295.8     39.7      8.8        0.7      277.2       37.7
 2.930     659.9   0.1183   0.0293   0.0014        295.9     39.7      8.8        0.7      277.2       37.7
 2.940     660.0   0.1183   0.0293   0.0014        295.9     39.7      8.8        0.7      277.2       37.7
 2.950     660.0   0.1183   0.0293   0.0014        295.9     39.7      8.8        0.7      277.2       37.7
 2.960     660.0   0.1182   0.0294   0.0014        295.9     39.7      8.8        0.7      277.2       37.7
 2.970     660.1   0.1182   0.0294   0.0014        295.9     39.7      8.9        0.7      277.2       37.7
 2.980     660.1   0.1182   0.0295   0.0014        296.0     39.7      8.9        0.7      277.2       37.7
 2.990     660.1   0.1182   0.0295   0.0014        296.0     39.7      8.9        0.7      277.2       37.7
 3.000     660.2   0.1182   0.0295   0.0014        296.0     39.7      8.9        0.7      277.2       37.7
 3.010     660.2   0.1182   0.0296   0.0014        296.0     39.7      8.9        0.7      277.3       37.7
 3.020     660.3   0.1181   0.0296   0.0014        296.1     39.7      8.9        0.7      277.3       37.7
 3.030     660.3   0.1181   0.0296   0.0014        296.1     39.7      8.9        0.7      277.3       37.7
 3.040     660.3   0.1181   0.0297   0.0014        296.1     39.7      8.9        0.7      277.3       37.6
 3.050     660.4   0.1181   0.0297   0.0014        296.1     39.7      9.0        0.7      277.3       37.6
 3.060     660.4   0.1181   0.0298   0.0014        296.2     39.7      9.0        0.7      277.3       37.6
 3.070     660.4   0.1181   0.0298   0.0014        296.2     39.6      9.0        0.7      277.3       37.6
 3.080     660.5   0.1180   0.0298   0.0014        296.2     39.6      9.0        0.7      277.3       37.6
 3.090     660.5   0.1180   0.0299   0.0014        296.2     39.6      9.0        0.7      277.3       37.6
 3.100     660.6   0.1180   0.0299   0.0014        296.2     39.6      9.0        0.7      277.3       37.6
 3.110     660.6   0.1180   0.0300   0.0014        296.3     39.6      9.0        0.7      277.4       37.6
 3.120     660.6   0.1180   0.0300   0.0014        296.3     39.6      9.0        0.7      277.4       37.6
 3.130     660.7   0.1180   0.0300   0.0014        296.3     39.6      9.1        0.7      277.4       37.6
 3.140     660.7   0.1179   0.0301   0.0014        296.3     39.6      9.1        0.7      277.4       37.6
 3.150     660.8   0.1179   0.0301   0.0014        296.4     39.6      9.1        0.7      277.4       37.6
 3.160     660.8   0.1179   0.0302   0.0014        296.4     39.6      9.1        0.7      277.4       37.6
 3.170     660.8   0.1179   0.0302   0.0014        296.4     39.6      9.1        0.7      277.4       37.6
 3.180     660.9   0.1179   0.0302   0.0014        296.4     39.6      9.1        0.7      277.4       37.6
 3.190     660.9   0.1179   0.0303   0.0014        296.5     39.6      9.1        0.7      277.4       37.6
 3.200     660.9   0.1178   0.0303   0.0014        296.5     39.6      9.1        0.7      277.4       37.6
 3.210     661.0   0.1178   0.0304   0.0014        296.5     39.6      9.2        0.7      277.4       37.6
 3.220     661.0   0.1178   0.0304   0.0014        296.5     39.6      9.2        0.7      277.5       37.6
 3.230     661.1   0.1178   0.0304   0.0014        296.5     39.6      9.2        0.7      277.5       37.6
 3.240     661.1   0.1178   0.0305   0.0014        296.6     39.6      9.2        0.7      277.5       37.6
 3.250     661.1   0.1178   0.0305   0.0014        296.6     39.6      9.2        0.7      277.5       37.6
 3.260     661.2   0.1177   0.0306   0.0014        296.6     39.6      9.2        0.7      277.5       37.6
 3.270     661.2   0.1177   0.0306   0.0014        296.6     39.6      9.2        0.7      277.5       37.6
 3.280     661.2   0.1177   0.0306   0.0014        296.7     39.6      9.3        0.7      277.5       37.5
 3.290     661.3   0.1177   0.0307   0.0014        296.7     39.6      9.3        0.7      277.5       37.5
 3.300     661.3   0.1177   0.0307   0.0014        296.7     39.6      9.3        0.7      277.5       37.5
 3.310     661.4   0.1177   0.0308   0.0014        296.7     39.6      9.3        0.7      277.5       37.5
 3.320     661.4   0.1176   0.0308   0.0014        296.7     39.6      9.3        0.7      277.5       37.5
 3.330     661.4   0.1176   0.0308   0.0014        296.8     39.6      9.3        0.7      277.6       37.5
 3.340     661.5   0.1176   0.0309   0.0014        296.8     39.6      9.3        0.7      277.6       37.5
 3.350     661.5   0.1176   0.0309   0.0014        296.8     39.6      9.3        0.7      277.6       37.5
 3.360     661.6   0.1176   0.0310   0.0014        296.8     39.6      9.4        0.7      277.6       37.5
 3.370     661.6   0.1176   0.0310   0.0014        296.9     39.5      9.4        0.7      277.6       37.5
 3.380     661.6   0.1175   0.0310   0.0014        296.9     39.5      9.4        0.7      277.6       37.5
 3.390     661.7   0.1175   0.0311   0.0014        296.9     39.5      9.4        0.7      277.6       37.5
 3.400     661.7   0.1175   0.0311   0.0014        296.9     39.5      9.4        0.7      277.6       37.5
 3.410     661.7   0.1175   0.0312   0.0014        297.0     39.5      9.4        0.7      277.6       37.5
 3.420     661.8   0.1175   0.0312   0.0015        297.0     39.5      9.4        0.7      277.6       37.5
 3.430     661.8   0.1175   0.0313   0.0015        297.0     39.5      9.4        0.7      277.6       37.5
 3.440     661.9   0.1174   0.0313   0.0015        297.0     39.5      9.5        0.7      277.7       37.5
 3.450     661.9   0.1174   0.0313   0.0015        297.0     39.5      9.5        0.7      277.7       37.5
 3.460     661.9   0.1174   0.0314   0.0015        297.1     39.5      9.5        0.7      277.7       37.5
 3.470     662.0   0.1174   0.0314   0.0015        297.1     39.5      9.5        0.7      277.7       37.5
 3.480     662.0   0.1174   0.0315   0.0015        297.1     39.5      9.5        0.7      277.7       37.5
 3.490     662.1   0.1174   0.0315   0.0015        297.1     39.5      9.5        0.7      277.7       37.5
 3.500     662.1   0.1173   0.0315   0.0015        297.2     39.5      9.5        0.7      277.7       37.5
 3.510     662.1   0.1173   0.0316   0.0015        297.2     39.5      9.5        0.7      277.7       37.5
 3.520     662.2   0.1173   0.0316   0.0015        297.2     39.5      9.6        0.7      277.7       37.5
 3.530     662.2   0.1173   0.0317   0.0015        297.2     39.5      9.6        0.7      277.7       37.4
 3.540     662.3   0.1173   0.0317   0.0015        297.2     39.5      9.6        0.7      277.7       37.4
 3.550     662.3   0.1173   0.0317   0.0015        297.3     39.5      9.6        0.7      277.8       37.4
 3.560     662.3   0.1172   0.0318   0.0015        297.3     39.5      9.6        0.7      277.8       37.4
 3.570     662.4   0.1172   0.0318   0.0015        297.3     39.5      9.6        0.7      277.8       37.4
 3.580     662.4   0.1172   0.0319   0.0015        297.3     39.5      9.6        0.7      277.8       37.4
 3.590     662.4   0.1172   0.0319   0.0015        297.4     39.5      9.7        0.7      277.8       37.4
 3.600     662.5   0.1172   0.0320   0.0015        297.4     39.5      9.7        0.7      277.8       37.4
 3.610     662.5   0.1172   0.0320   0.0015        297.4     39.5      9.7        0.7      277.8       37.4
 3.620     662.6   0.1171   0.0320   0.0015        297.4     39.5      9.7        0.7      277.8       37.4
 3.630     662.6   0.1171   0.0321   0.0015        297.5     39.5      9.7        0.7      277.8       37.4
 3.640     662.6   0.1171   0.0321   0.0015        297.5     39.5      9.7        0.7      277.8       37.4
 3.650     662.7   0.1171   0.0322   0.0015        297.5     39.5      9.7        0.7      277.8       37.4
 3.660     662.7   0.1171   0.0322   0.0015        297.5     39.5      9.7        0.7      277.9       37.4
 3.670     662.8   0.1171   0.0323   0.0015        297.5     39.4      9.8        0.7      277.9       37.4
 3.680     662.8   0.1170   0.0323   0.0015        297.6     39.4      9.8        0.7      277.9       37.4
 3.690     662.8   0.1170   0.0323   0.0015        297.6     39.4      9.8        0.7      277.9       37.4
 3.700     662.9   0.1170   0.0324   0.0015        297.6     39.4      9.8        0.7      277.9       37.4
 3.710     662.9   0.1170   0.0324   0.0015        297.6     39.4      9.8        0.7      277.9       37.4
 3.720     662.9   0.1170   0.0325   0.0015        297.7     39.4      9.8        0.7      277.9       37.4
 3.730     663.0   0.1170   0.0325   0.0015        297.7     39.4      9.8        0.7      277.9       37.4
 3.740     663.0   0.1169   0.0325   0.0015        297.7     39.4      9.9        0.8      277.9       37.4
 3.750     663.1   0.1169   0.0326   0.0015        297.7     39.4      9.9        0.8      277.9       37.4
 3.760     663.1   0.1169   0.0326   0.0015        297.8     39.4      9.9        0.8      277.9       37.4
 3.770     663.1   0.1169   0.0327   0.0015        297.8     39.4      9.9        0.8      277.9       37.3
 3.780     663.2   0.1169   0.0327   0.0015        297.8     39.4      9.9        0.8      278.0       37.3
 3.790     663.2   0.1169   0.0328   0.0015        297.8     39.4      9.9        0.8      278.0       37.3
 3.800     663.3   0.1168   0.0328   0.0015        297.8     39.4      9.9        0.8      278.0       37.3
 3.810     663.3   0.1168   0.0328   0.0015        297.9     39.4     10.0        0.8      278.0       37.3
 3.820     663.3   0.1168   0.0329   0.0015        297.9     39.4     10.0        0.8      278.0       37.3
 3.830     663.4   0.1168   0.0329   0.0015        297.9     39.4     10.0        0.8      278.0       37.3
 3.840     663.4   0.1168   0.0330   0.0015        297.9     39.4     10.0        0.8      278.0       37.3
 3.850     663.4   0.1168   0.0330   0.0015        298.0     39.4     10.0        0.8      278.0       37.3
 3.860     663.5   0.1167   0.0331   0.0015        298.0     39.4     10.0        0.8      278.0       37.3
 3.870     663.5   0.1167   0.0331   0.0015        298.0     39.4     10.0        0.8      278.0       37.3
 3.880     663.6   0.1167   0.0331   0.0015        298.0     39.4     10.0        0.8      278.0       37.3
 3.890     663.6   0.1167   0.0332   0.0015        298.1     39.4     10.1        0.8      278.0       37.3
 3.900     663.6   0.1167   0.0332   0.0015        298.1     39.4     10.1        0.8      278.1       37.3
 3.910     663.7   0.1167   0.0333   0.0015        298.1     39.4     10.1        0.8      278.1       37.3
 3.920     663.7   0.1167   0.0333   0.0015        298.1     39.4     10.1        0.8      278.1       37.3
 3.930     663.8   0.1166   0.0334   0.0015        298.1     39.4     10.1        0.8      278.1       37.3
 3.940     663.8   0.1166   0.0334   0.0015        298.2     39.4     10.1        0.8      278.1       37.3
 3.950     663.8   0.1166   0.0335   0.0015        298.2     39.4     10.1        0.8      278.1       37.3
 3.960     663.9   0.1166   0.0335   0.0015        298.2     39.4     10.2        0.8      278.1       37.3
 3.970     663.9   0.1166   0.0335   0.0015        298.2     39.4     10.2        0.8      278.1       37.3
 3.980     664.0   0.1166   0.0336   0.0015        298.3     39.3     10.2        0.8      278.1       37.3
 3.990     664.0   0.1165   0.0336   0.0015        298.3     39.3     10.2        0.8      278.1       37.3
 4.000     664.0   0.1165   0.0337   0.0015        298.3     39.3     10.2        0.8      278.1       37.3
 4.010     664.1   0.1165   0.0337   0.0016        298.3     39.3     10.2        0.8      278.1       37.3
 4.020     664.1   0.1165   0.0338   0.0016        298.3     39.3     10.2        0.8      278.2       37.2
 4.030     664.1   0.1165   0.0338   0.0016        298.4     39.3     10.3        0.8      278.2       37.2
 4.040     664.2   0.1165   0.0338   0.0016        298.4     39.3     10.3        0.8      278.2       37.2
 4.050     664.2   0.1164   0.0339   0.0016        298.4     39.3     10.3        0.8      278.2       37.2
 4.060     664.3   0.1164   0.0339   0.0016        298.4     39.3     10.3        0.8      278.2       37.2
 4.070     664.3   0.1164   0.0340   0.0016        298.5     39.3     10.3        0.8      278.2       37.2
 4.080     664.3   0.1164   0.0340   0.0016        298.5     39.3     10.3        0.8      278.2       37.2
 4.090     664.4   0.1164   0.0341   0.0016        298.5     39.3     10.3        0.8      278.2       37.2
 4.100     664.4   0.1164   0.0341   0.0016        298.5     39.3     10.4        0.8      278.2       37.2
 4.110     664.5   0.1163   0.0342   0.0016        298.6     39.3     10.4        0.8      278.2       37.2
 4.120     664.5   0.1163   0.0342   0.0016        298.6     39.3     10.4        0.8      278.2       37.2
 4.130     664.5   0.1163   0.0342   0.0016        298.6     39.3     10.4        0.8      278.2       37.2
 4.140     664.6   0.1163   0.0343   0.0016        298.6     39.3     10.4        0.8      278.3       37.2
 4.150     664.6   0.1163   0.0343   0.0016        298.6     39.3     10.4        0.8      278.3       37.2
